phase_count;min;max;mean;q25;q50;q75
10;0.00011979998089373112;0.0003904000041075051;0.00021362000145018102;0.0001868000254034996;0.00020210002548992634;0.00023280002642422915
11;6.86999992467463e-05;0.00023359997430816293;0.0001556040020659566;0.00013040000339969993;0.00015480001457035542;0.00017630000365898013
12;6.629998097196221e-05;0.00038599997060373425;0.00014811199624091388;0.00010880001354962587;0.00013569998554885387;0.00017889996524900198
14;0.00013760000001639128;0.0006132000125944614;0.00027493599802255633;0.00021430000197142363;0.0002682000049389899;0.0002992000081576407
15;8.019997039809823e-05;0.000249299977440387;0.00017475200118497014;0.0001498999772593379;0.00017940002726390958;0.00020439998479560018
17;9.750004392117262e-05;0.0006050999509170651;0.0002562200021930039;0.00017910002497956157;0.00021959998412057757;0.0002658999874256551
20;0.00010279996786266565;0.0009220000356435776;0.00038661198923364284;0.00022529996931552887;0.00033789995359256864;0.00046850001672282815
22;0.00016160000814124942;0.0009188000112771988;0.0004502240032888949;0.0002861000248230994;0.0003972999984398484;0.0006261999951675534
25;0.0003033000393770635;0.0015712999738752842;0.0007459000032395125;0.0004882000503130257;0.0005966000026091933;0.0009056999697349966
28;0.00030509999487549067;0.0016680000117048621;0.0008280800050124526;0.00045380002120509744;0.000867100025061518;0.0011340999626554549
31;0.00010539998766034842;0.000569900032132864;0.00030187199823558333;0.0002709999680519104;0.0002867000293917954;0.0003282999969087541
35;0.00013800000306218863;0.0012453999952413142;0.0005097280023619533;0.0002872999757528305;0.00040419999277219176;0.0005801000515930355
40;0.00021870003547519445;0.002067499968688935;0.0010079080006107689;0.0005650999955832958;0.001019399962387979;0.0014598999987356365
45;0.0004708000342361629;0.002475000044796616;0.0011868479987606406;0.0006670000148005784;0.00109039997914806;0.0015857999678701162
50;0.000638199970126152;0.002878100029192865;0.0015096440049819648;0.0009129000245593488;0.0016308000194840133;0.0018801999976858497
57;0.000424700032453984;0.00281510001514107;0.0014624720066785813;0.001245700055733323;0.0014530000044032931;0.001730400021187961
64;0.0008326999959535897;0.0037782000144943595;0.0022302280040457844;0.0011686999932862818;0.0022990000434219837;0.0030339000513777137
72;0.0010135999764315784;0.003693500009831041;0.0024391719931736587;0.0018626999808475375;0.0024814000353217125;0.0029423999949358404
81;0.0008274000138044357;0.0034799999557435513;0.0021063679992221296;0.00133200001437217;0.0021601999760605395;0.002910599985625595
91;0.0007852999842725694;0.004034999990835786;0.0021700800047256053;0.0015293000033125281;0.0022493000142276287;0.002770200022496283
102;0.0004912000149488449;0.0032627999898977578;0.001651119994930923;0.000895200006198138;0.0015023999731056392;0.002372699964325875
114;0.0009045999613590539;0.005180800042580813;0.002811344002839178;0.0022411999525502324;0.002759000053629279;0.003694099956192076
129;0.0009174999431706965;0.004942400031723082;0.002769624004140496;0.0020934000494889915;0.0024372999905608594;0.0036154999979771674
145;0.0023310999968089163;0.007461500004865229;0.0038732040021568536;0.003310500003863126;0.0036554000107571483;0.004351600015070289
162;0.001025900011882186;0.005232100025750697;0.0031514759990386664;0.0021989000379107893;0.003298400028143078;0.003898399998433888
183;0.001572999986819923;0.005711000005248934;0.003865932000335306;0.0030455999658443034;0.004112299997359514;0.004717000003438443
205;0.0011622000019997358;0.005949100013822317;0.003361103995703161;0.0017085999716073275;0.00361059996066615;0.0046993999858386815
231;0.0017797000473365188;0.006349799979943782;0.0036980120046064256;0.0029080999665893614;0.003797300043515861;0.004416299983859062
259;0.001305099984165281;0.007601299963425845;0.004354648005682975;0.0028041000477969646;0.0047630000044591725;0.00523310003336519
291;0.001330200000666082;0.006931399984750897;0.004332023994065821;0.003493199998047203;0.0045832000323571265;0.005317599978297949
327;0.001401500019710511;0.007552299997769296;0.004178851996548474;0.0028945000376552343;0.004205200006254017;0.0053589000017382205
367;0.0015550999669358134;0.009505299967713654;0.00530790800228715;0.004186199977993965;0.005761300039011985;0.006432400026824325
413;0.001504399988334626;0.007800600025802851;0.004821580001153052;0.0028535000164993107;0.0055139000178314745;0.00615309999557212
464;0.0011709000100381672;0.011072900029830635;0.00602118800394237;0.004884500056505203;0.005994800012558699;0.0073580999742262065
521;0.0014442999963648617;0.008997099997941405;0.005889140001963824;0.004388700006529689;0.006229599996004254;0.007495700032450259
585;0.0017671000096015632;0.010308500030077994;0.006187335997819901;0.0045000999816693366;0.006075599987525493;0.008303200011141598
657;0.001319599978160113;0.012166199972853065;0.005950471998658031;0.003696500032674521;0.005720899964217097;0.00811330002034083
739;0.00248599995393306;0.00938000000314787;0.006226696004159748;0.005197599995881319;0.006684799969661981;0.007216800004243851
830;0.0027475000242702663;0.010786300001200289;0.006964908000081777;0.005205099994782358;0.006307799951173365;0.008798299997579306
932;0.002518799970857799;0.010024099959991872;0.0062942759948782625;0.004098700010217726;0.006799900031182915;0.007789800001773983
