phase_count;min;max;mean;q25;q50;q75
10;0.000298400002066046;0.0008994000381790102;0.0005892679980024695;0.00044189998880028725;0.000575800018850714;0.0007304000318981707
11;0.0001852000132203102;0.0010467999964021146;0.0006571320001967252;0.00047889997949823737;0.0006099999882280827;0.0008151000365614891
12;0.00023830001009628177;0.0010006999946199358;0.0006729440065100789;0.0003717999788932502;0.0007775999838486314;0.0008347000111825764
14;0.00037130003329366446;0.0016831000102683902;0.0008419880038127303;0.0007006999803707004;0.0008084999863058329;0.000956700008828193
15;0.00027790002059191465;0.0011464999988675117;0.0008254440105520188;0.0006505000055767596;0.0008507999591529369;0.001039499999023974
17;0.00044520001392811537;0.0013171000173315406;0.0009177280054427683;0.0007812000112608075;0.000939000048674643;0.0011119999689981341
20;0.0004708000342361629;0.0015233000158332288;0.0010991800064221024;0.0008213000255636871;0.0011687999940477312;0.0013668000465258956
22;0.00070830003824085;0.0022771000512875617;0.0013001680024899542;0.0009683999815024436;0.0012366999872028828;0.0015570999821648002
25;0.0006488999933935702;0.002584700006991625;0.0015730480034835638;0.0012104000197723508;0.0017114999936893582;0.001867600018158555
28;0.0008962000138126314;0.002168100036215037;0.0015642879996448755;0.0013238999526947737;0.0015507999924011528;0.0018293000175617635
31;0.0008792000007815659;0.004614200035575777;0.001765764004085213;0.0013703000149689615;0.0016276999958790839;0.0020641000010073185
35;0.0010747999767772853;0.0032097999937832355;0.0021845880011096596;0.001699000014923513;0.0022458999883383512;0.0027051999932155013
40;0.001364799973089248;0.003564300015568733;0.0025431680004112424;0.002065100008621812;0.0027258999762125313;0.003075299959164113
45;0.0011980999843217432;0.004011999990325421;0.002694023996591568;0.0019813000108115375;0.0026640999712981284;0.0036284999805502594
50;0.0016827000072225928;0.00449520000256598;0.0031970319990068676;0.0028282999992370605;0.003143699956126511;0.0038390999543480575
57;0.001821999961975962;0.004984900006093085;0.0036519119911827148;0.0026806999812833965;0.003744599991478026;0.0046536999871023
64;0.0019825000199489295;0.006766100006643683;0.004271443991456181;0.0031900000176392496;0.0044643000001087785;0.005044699995778501
72;0.0031575000029988587;0.0072818000335246325;0.005469628006685525;0.004242599999997765;0.005656099994666874;0.006388999987393618
81;0.0028658999945037067;0.007915399968624115;0.005449455997440964;0.0042906999588012695;0.005636400019284338;0.006903800007421523
91;0.003422599984332919;0.013332500006072223;0.007567375998478383;0.006140600016806275;0.007459199987351894;0.008910799981094897
102;0.005023800011258572;0.00988379999762401;0.006891231993213296;0.005495499994140118;0.006744700018316507;0.007704499992541969
114;0.002983100013807416;0.010976099991239607;0.00842386799864471;0.007568500004708767;0.008663099957630038;0.009815099998377264
